"metadata_id","biotaxon_code","biotaxon_description","compartment_code","compartment_description","unit_code","unit_description","quantity_code","quantity_description","condition_code","condition_description","organ_code","organ_description","parameter_code","parameter_description","reported_description","process_type","typing_code","value_processing_method_code","domain_location_present","explicit_marine_phytoplankton_signal","count_or_biovolume_signal"
2156,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","HCB","hexachloorbenzeen","Massafractie hexachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2157,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","HCB","hexachloorbenzeen","Massafractie hexachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2158,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","HCB","hexachloorbenzeen","Massafractie hexachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2159,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","HCB","hexachloorbenzeen","Massafractie hexachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2160,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","HCB","hexachloorbenzeen","Massafractie hexachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2161,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","HCB","hexachloorbenzeen","Massafractie hexachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2162,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","HpCl","heptachloor","Massafractie heptachloor in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2163,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","HpCl","heptachloor","Massafractie heptachloor in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2164,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","HxClbtDen","hexachloorbutadieen","Massafractie hexachloorbutadieen in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2165,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","HxClbtDen","hexachloorbutadieen","Massafractie hexachloorbutadieen in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2166,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","HxClbtDen","hexachloorbutadieen","Massafractie hexachloorbutadieen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2167,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","HxClbtDen","hexachloorbutadieen","Massafractie hexachloorbutadieen in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2168,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","HxClbtDen","hexachloorbutadieen","Massafractie hexachloorbutadieen in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2169,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","InP","indeno(1,2,3-cd)pyreen","Massafractie indeno(1,2,3-cd)pyreen in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2170,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","InP","indeno(1,2,3-cd)pyreen","Massafractie indeno(1,2,3-cd)pyreen in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2171,"Mytilus edulis","Mytilus edulis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","InP","indeno(1,2,3-cd)pyreen","Massafractie indeno(1,2,3-cd)pyreen in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2172,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","L_PFBS","perfluorbutaansulfonzuur","Massafractie perfluorbutaansulfonzuur in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2173,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","L_PFBS","perfluorbutaansulfonzuur","Massafractie perfluorbutaansulfonzuur in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2174,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","L_PFDS","perfluordecaansulfonzuur","Massafractie perfluordecaansulfonzuur in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2175,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","L_PFDS","perfluordecaansulfonzuur","Massafractie perfluordecaansulfonzuur in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2176,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","L_PFHpS","perfluorheptaansulfonzuur","Massafractie perfluorheptaansulfonzuur in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2177,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","L_PFHpS","perfluorheptaansulfonzuur","Massafractie perfluorheptaansulfonzuur in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2178,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","L_PFHxS","perfluorhexaansulfonzuur","Massafractie perfluorhexaansulfonzuur in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2179,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","L_PFHxS","perfluorhexaansulfonzuur","Massafractie perfluorhexaansulfonzuur in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2180,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MC4ySn","monobutyltin (kation)","Massafractie monobutyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2181,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MC4ySn","monobutyltin (kation)","Massafractie monobutyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2182,"Littorina littorea","Littorina littorea","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MC4ySn","monobutyltin (kation)","Massafractie monobutyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Littorina littorea ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2183,"Nassarius reticulatus","Nassarius reticulatus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MC4ySn","monobutyltin (kation)","Massafractie monobutyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Nassarius reticulatus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2184,"Nucella lapillus","Nucella lapillus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MC4ySn","monobutyltin (kation)","Massafractie monobutyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Nucella lapillus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2185,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MFySn","monofenyltin (kation)","Massafractie monofenyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2186,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MFySn","monofenyltin (kation)","Massafractie monofenyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2187,"Littorina littorea","Littorina littorea","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MFySn","monofenyltin (kation)","Massafractie monofenyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Littorina littorea ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2188,"Nassarius reticulatus","Nassarius reticulatus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MFySn","monofenyltin (kation)","Massafractie monofenyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Nassarius reticulatus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2189,"Nucella lapillus","Nucella lapillus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","MFySn","monofenyltin (kation)","Massafractie monofenyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Nucella lapillus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2190,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","N-MeFOSAA","N-methyl-perfluoroctaan sulfonamidoazijnzuur","Massafractie N-methyl-perfluoroctaan sulfonamidoazijnzuur in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2191,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","N-MeFOSAA","N-methyl-perfluoroctaan sulfonamidoazijnzuur","Massafractie N-methyl-perfluoroctaan sulfonamidoazijnzuur in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2192,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","OcClsrn","octachloorstyreen","Massafractie octachloorstyreen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2193,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE100","2,2',4,4',6-pentabroomdifenylether","Massafractie 2,2',4,4',6-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2194,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE100","2,2',4,4',6-pentabroomdifenylether","Massafractie 2,2',4,4',6-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2195,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PBDE100","2,2',4,4',6-pentabroomdifenylether","Massafractie 2,2',4,4',6-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2196,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PBDE100","2,2',4,4',6-pentabroomdifenylether","Massafractie 2,2',4,4',6-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2197,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE153","2,2',4,4',5,5'-hexabroomdifenylether","Massafractie 2,2',4,4',5,5'-hexabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2198,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE153","2,2',4,4',5,5'-hexabroomdifenylether","Massafractie 2,2',4,4',5,5'-hexabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2199,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE183","2,2',3,4,4',5',6-heptabroomdifenylether","Massafractie 2,2',3,4,4',5',6-heptabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2200,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE183","2,2',3,4,4',5',6-heptabroomdifenylether","Massafractie 2,2',3,4,4',5',6-heptabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2201,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE28","2,4,4'-tribroomdifenylether","Massafractie 2,4,4'-tribroomdifenylether in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2202,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE28","2,4,4'-tribroomdifenylether","Massafractie 2,4,4'-tribroomdifenylether in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2203,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE47","2,2',4,4'-tetrabroomdifenylether","Massafractie 2,2',4,4'-tetrabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2204,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE47","2,2',4,4'-tetrabroomdifenylether","Massafractie 2,2',4,4'-tetrabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2205,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PBDE47","2,2',4,4'-tetrabroomdifenylether","Massafractie 2,2',4,4'-tetrabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2206,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PBDE47","2,2',4,4'-tetrabroomdifenylether","Massafractie 2,2',4,4'-tetrabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2207,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE66","2,3',4,4'-tetrabroomdifenylether","Massafractie 2,3',4,4'-tetrabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2208,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE66","2,3',4,4'-tetrabroomdifenylether","Massafractie 2,3',4,4'-tetrabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2209,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE85","2,2',3,4,4'-pentabroomdifenylether","Massafractie 2,2',3,4,4'-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2210,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE85","2,2',3,4,4'-pentabroomdifenylether","Massafractie 2,2',3,4,4'-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2211,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE99","2,2',4,4',5-pentabroomdifenylether","Massafractie 2,2',4,4',5-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2212,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PBDE99","2,2',4,4',5-pentabroomdifenylether","Massafractie 2,2',4,4',5-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2213,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PBDE99","2,2',4,4',5-pentabroomdifenylether","Massafractie 2,2',4,4',5-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2214,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PBDE99","2,2',4,4',5-pentabroomdifenylether","Massafractie 2,2',4,4',5-pentabroomdifenylether in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2215,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB101","2,2',4,5,5'-pentachloorbifenyl","Massafractie 2,2',4,5,5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2216,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB101","2,2',4,5,5'-pentachloorbifenyl","Massafractie 2,2',4,5,5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2217,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB101","2,2',4,5,5'-pentachloorbifenyl","Massafractie 2,2',4,5,5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2218,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB101","2,2',4,5,5'-pentachloorbifenyl","Massafractie 2,2',4,5,5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2219,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB101","2,2',4,5,5'-pentachloorbifenyl","Massafractie 2,2',4,5,5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2220,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB105","2,3,3',4,4'-pentachloorbifenyl","Massafractie 2,3,3',4,4'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2221,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB105","2,3,3',4,4'-pentachloorbifenyl","Massafractie 2,3,3',4,4'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2222,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB105","2,3,3',4,4'-pentachloorbifenyl","Massafractie 2,3,3',4,4'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2223,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB105","2,3,3',4,4'-pentachloorbifenyl","Massafractie 2,3,3',4,4'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2224,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB105","2,3,3',4,4'-pentachloorbifenyl","Massafractie 2,3,3',4,4'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2225,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB105","2,3,3',4,4'-pentachloorbifenyl","Massafractie 2,3,3',4,4'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
